Item,Size,kcal
Lamb Chop with Vegetables,1 Portion,357
Chicken Breast with Vegetables,1 Portion,228
Shrimp with Vegetables,1 Portion,162
Beef Brisket with Vegetables,1 Portion,356
Pork Chop with Vegetables,1 Portion,294
Turkey Breast with Vegetables,1 Portion,198
Duck Breast with Vegetables,1 Portion,264
Salmon with Vegetables,1 Portion,271
Tuna with Vegetables,1 Portion,247
Tofu with Vegetables,1 Portion,139
Lobster with Vegetables,1 Portion,161
Venison with Vegetables,1 Portion,221
Crab Meat with Vegetables,1 Portion,160
Octopus with Vegetables,1 Portion,213
Squid with Vegetables,1 Portion,238
Cod with Vegetables,1 Portion,168
Goat with Vegetables,1 Portion,206
Veal Chop with Vegetables,1 Portion,235
Trout with Vegetables,1 Portion,231
Pork Schnitzel with Vegetables,1 Portion,413
Chicken Schnitzel with Vegetables,1 Portion,383
Beef Meatballs with Vegetables,1 Portion,259
Chicken Meatballs with Vegetables,1 Portion,224
Beef Ribs with Vegetables,1 Portion,415
Pork Ribs with Vegetables,1 Portion,393
Kebab with Vegetables,1 Portion,493
Pork Gyro with Vegetables,1 Portion,603
Chicken Gyro with Vegetables,1 Portion,573
Stuffed Chicken Roll,1 Portion,420
Stuffed Pork Roll,1 Portion,520
Stuffed Beef Roll,1 Portion,550
Stuffed Veal Roll,1 Portion,500
Stuffed Lamb Roll,1 Portion,540
Stuffed Duck Breast Roll,1 Portion,600
Stuffed Salmon Fillet,1 Portion,430
Stuffed Cod Fillet,1 Portion,320
Stuffed Trout Fillet,1 Portion,370
Stuffed Tilapia Fillet,1 Portion,310
Stuffed Chicken Roll with Rice,1 Portion,550
Stuffed Chicken Roll with Potatoes,1 Portion,540
Stuffed Chicken Roll with French Fries,1 Portion,730
Stuffed Pork Roll with Rice,1 Portion,650
Stuffed Pork Roll with Potatoes,1 Portion,640
Stuffed Pork Roll with French Fries,1 Portion,830
Stuffed Beef Roll with Rice,1 Portion,680
Stuffed Beef Roll with Potatoes,1 Portion,670
Stuffed Beef Roll with French Fries,1 Portion,860
Tuna Poke Bowl,1 Portion,520
Salmon Poke Bowl,1 Portion,560
Shrimp Poke Bowl,1 Portion,480
Octopus Poke Bowl,1 Portion,500
Tofu Poke Bowl,1 Portion,450
Avocado Tuna Poke Bowl,1 Portion,600
Chicken Poke Bowl,1 Portion,620
Beef Poke Bowl,1 Portion,680
Vegetables Poke Bowl,1 Portion,390
Chicken Stir Fry with Rice,1 Portion,620
Chicken Stir Fry with Noodles,1 Portion,690
Beef Stir Fry with Rice,1 Portion,680
Beef Stir Fry with Noodles,1 Portion,750
Pork Stir Fry with Rice,1 Portion,660
Pork Stir Fry with Noodles,1 Portion,730
Shrimp Stir Fry with Rice,1 Portion,580
Shrimp Stir Fry with Noodles,1 Portion,650
Tofu Stir Fry with Rice,1 Portion,540
Tofu Stir Fry with Noodles,1 Portion,610
Turkey Stir Fry with Rice,1 Portion,600
Turkey Stir Fry with Noodles,1 Portion,670
Chicken Vegetable Stir Fry with Rice,1 Portion,560
Chicken Vegetable Stir Fry with Noodles,1 Portion,630
Beef Vegetable Stir Fry with Rice,1 Portion,640
Beef Vegetable Stir Fry with Noodles,1 Portion,710
Mixed Seafood Stir Fry with Rice,1 Portion,650
Mixed Seafood Stir Fry with Noodles,1 Portion,720
Shrimp Scampi Pasta,1 Portion,450
Baked Feta Pasta,1 Portion,600
Chicken Tetrazzini,1 Portion,550
Chicken Parmesan Pasta,1 Portion,550
Pasta Al Limone,1 Portion,420
Cajun Chicken Pasta,1 Portion,650
Pasta E Ceci,1 Portion,380
Broccoli Pasta,1 Portion,350
Pasta Napoletana,1 Portion,350
Pasta Boscaiola,1 Portion,520
Squid Ink Pasta,1 Portion,400
Pasta Al Pomodoro,1 Portion,350
Cauliflower Pasta,1 Portion,350
Tomato and Feta Pasta,1 Portion,400
Truffle Pasta,1 Portion,600
Barbecue Bacon Burger,1 Item,750
Mushrooms Swiss Burger,1 Item,650
Double Bacon Cheeseburger,1 Item,850
Bison Burger,1 Item,450
Salmon Burger,1 Item,410
Avocado Bacon Burger,1 Item,700
Hawaiian Burger,1 Item,580
Blue Cheese Burger,1 Item,600
Teriyaki Burger,1 Item,550
Breakfast Burger,1 Item,670
Elk Burger,1 Item,400
Truffle Burger,1 Item,680
Mac and Cheese Burger,1 Item,850
Fried Chicken Burger,1 Item,650
Mac and Cheese Chicken Burger,1 Item,900
Barbecue Chicken Burger,1 Item,600
Barbecue Bacon Chicken Burger,1 Item,700
Fried Chicken Burger,1 Item,600
Grilled Chicken Burger,1 Item,450
Buffalo Chicken Burger,1 Item,620
Chicken Parmesan Burger,1 Item,700
Pesto Chicken Burger,1 Item,540
Pesto Burger,1 Item,600
Kokoretsi,1 Portion,420
Soutzoukakia,1 Portion,380
Tomatokeftedes,4 Pieces,180
Kolokythokeftedes,4 Pieces,200
Revithokeftedes,4 Pieces,190
Garides Saganaki,1 Portion,310
Fasolakia Ladera,1 Portion,400
Briami,1 Portion,350
Arakas Kokkinistos,1 Portion,390
Arakas Lemonatos,1 Portion,350
Spanakorizo,1 Portion,320
Orzo with Sauce,1 Portion,240
Giouvetsi,1 Portion,600
Lahanorizo,1 Portion,400
Lahanodolmades,1 Portion,450
Gigantes,1 Portion,400
Papoutsakia,1 Portion,420
Horta Boiled,1 Portion,60
Melitzanosalata,2 Tablespoons,45
Skordalia,2 Tablespoons,90
Taramosalata,2 Tablespoons,80
Dakos,1 Portion,220
Koulouri Thessalonikis,1 Piece,240
Paximadi,1 Piece,120
Lagana Bread,1 Piece,180
Graviera Cheese,1 Portion,110
Myzithra Cheese,1 Portion,70
Manouri Cheese,1 Portion,95
Kasseri Cheese,1 Portion,105
Diples,1 Piece,210
Revani,1 Slice,280
Rizogalo,1 Cup,230
Bougatsa Cream,1 Piece,320
Bougatsa Cheese,1 Piece,300
Bougatsa Kimas,1 Piece,300
Pasteli,1 Item,180
Loukoumi,2 Pieces,80
Tsoureki,1 Slice,200
Chocolate Tsoureki,1 Slice,390
Vasilopita,1 Slice,250
Halva Tahini,1 Portion,140
Ladolemono Sauce,1 Tablespoon,80
Ekmek,1 Piece,230
Ougareza,2 Tablespoons,140
Russian Salad,2 Tablespoons,70
Paprika Sauce,2 Tablespoons,90
Kipourou,2 Tablespoons,90
Honey Garlic Sauce,2 Tablespoons,80
Aggouromagioneza,2 Tablespoons,110
Feta Sauce,2 Tablespoons,100
Roxaki,1 Piece,120
Tulumbaki,1 Piece,80
Kourkoumpini,1 Piece,40
Kormos,1 Piece,250
Pourakia,1 Piece,477
Pouraki Sweet,1 Piece,170
Trigona Panoramotos,1 Piece,350
Mpampas,1 Piece,350
Savaren,1 Piece,340
Lotus Cheesecake,1 Slice,390
Patsas,1 Portion,450
Korne,1 Piece,400
Glyko Politiko,1 Piece,350
Pork Belly Bao Bun,1 Item,320
Pulled Pork Bao Bun,1 Item,350
Pulled Beef Bao Bun,1 Item,410
Char Siu Bao Bun,1 Item,280
Peking Duck Bao Bun,1 Item,260
Fried Chicken Bao Bun,1 Item,340
Mushroom and Tofu Bao Bun,1 Item,200
Red Bean Bao Bun,1 Item,240
Steamed Custard Bao Bun,1 Item,220
Teriyaki Beef Bao Bun,1 Item,290
Shrimp Tempura Bao Bun,1 Item,290
Crab Bao Bun,1 Item,330
Korean Fried Chicken Bao Bun,1 Item,350
Beef Bao Bun,1 Item,310
Miso Glazed Eggplant Bao Bun,1 Item,230
BBQ Jackfruit Bao Bun,1 Item,200
Cheese Pastry,1 Item,280
Cheese and Salami Pastry,1 Item,320
Cheese and Turkey Pastry,1 Item,300
Cheese and Bacon Pastry,1 Item,350
Cream Cheese Pastry,1 Item,270
Cream Cheese and Turkey Pastry,1 Item,290
Cheddar and Onion Pastry,1 Item,290
Mozzarella and Tomato Pastry,1 Item,260
Swiss Cheese and Mushroom Pastry,1 Item,280
Mushroom Pastry,1 Item,250
Feta Pastry,1 Item,260
Feta and Spinach Pastry,1 Item,280
Feta and Honey Pastry,1 Item,290
Feta and Tomato Pastry,1 Item,250
Olive Pastry,1 Item,220
Halloumi Pastry,1 Item,290
Minced Meat Pastry,1 Item,340
Sausage Pastry,1 Item,380
Chicken Pastry,1 Item,280
Chicken and Mushroom Pastry,1 Item,310
Beef and Vegetables Pastry,1 Item,390
Beef Pastry,1 Item,340
Bacon and Egg Pastry,1 Item,350
Salami and Mushroom Pastry,1 Item,290
Onion Pastry,1 Item,240
Potato Pastry,1 Item,260
Mixed Vegetables Pastry,1 Item,200
Chocolate Pastry,1 Item,350
Vanilla Custard Pastry,1 Item,310
Cherry Pastry,1 Item,250
Jam and Cream Pastry,1 Item,330
Cheese Sandwich,1 Item,280
Cheese and Vegetables Sandwich,1 Item,280
Cheese and Salami Sandwich,1 Item,340
Cheese Salami Vegetables Sandwich,1 Item,390
Cheese and Turkey Sandwich,1 Item,300
Cheese Turkey Vegetables Sandwich,1 Item,340
Cheese and Bacon Sandwich,1 Item,350
Cheese Bacon Vegetables Sandwich,1 Item,400
Cream Cheese Sandwich,1 Item,270
Cream Cheese and Turkey Sandwich,1 Item,290
Cheddar and Onion Sandwich,1 Item,290
Mozzarella and Tomato Sandwich,1 Item,260
Swiss Cheese and Mushroom Sandwich,1 Item,280
Mushroom Sandwich,1 Item,250
Feta Sandwich,1 Item,260
Feta and Vegetables Sandwich,1 Item,310
Feta and Spinach Sandwich,1 Item,280
Feta and Honey Sandwich,1 Item,290
Feta and Tomato Sandwich,1 Item,250
Sandwich,1 Item,220
Halloumi Sandwich,1 Item,290
Minced Meat Sandwich,1 Item,340
Sausage Sandwich,1 Item,380
Sausage and Vegetables Sandwich,1 Item,430
Sausage and Cheese Sandwich,1 Item,410
Sausage Cheese Vegetables Sandwich,1 Item,460
Chicken Sandwich,1 Item,280
Chicken and Mushroom Sandwich,1 Item,310
Chicken and Cheese Sandwich,1 Item,360
Chicken Cheese Vegetables Sandwich,1 Item,410
Beef and Vegetables Sandwich,1 Item,390
Beef Sandwich,1 Item,340
Beef and Cheese Sandwich,1 Item,400
Beef Cheese Vegetables Sandwich,1 Item,450
Bacon and Egg Sandwich,1 Item,350
Salami and Mushroom Sandwich,1 Item,290
Mixed Vegetable Sandwich,1 Item,200
Chocolate Sandwich,1 Item,350
Vanilla Custard Sandwich,1 Item,310
Cherry Sandwich,1 Item,250
Jam and Cream Sandwich,1 Item,330
Plain Toast,1 Slice,80
Lamb Sandwich,1 Item,523
Tuna Sandwich,1 Item,324
Pork and Vegetables Sandwich,1 Item,370
Pork Sandwich,1 Item,335
Pork and Cheese Sandwich,1 Item,390
Pork Cheese Vegetables Sandwich,1 Item,440
Salmon Sandwich,1 Item,340
Shrimp Sandwich,1 Item,320
Crab Sandwich,1 Item,310
Lobster Sandwich,1 Item,398
Cod Sandwich,1 Item,325
Venison Sandwich,1 Item,498
Rabbit Sandwich,1 Item,473
Goose Sandwich,1 Item,458
Elk Sandwich,1 Item,530
Goat Sandwich,1 Item,473
Mutton Sandwich,1 Item,464
Anchovy Sandwich,1 Item,310
Sardine Sandwich,1 Item,308
Veal Sandwich,1 Item,502
Duck Sandwich,1 Item,527
Cheese Slice,1 Slice,95
Sfakiani,1 Item,250
Imeruli Khachapuri,1 Portion,530
Adjaruli Khachapuri,1 Portion,700
Megruli Khachapuri,1 Portion,400
Penovani Khachapuri,1 Portion,450
Khinkali Beef,1 Portion,180
Khinkali Pork,1 Portion,170
Khinkali Mushroom,1 Item,150
Khinkali Cheese,1 Item,170
Khinkali Potato,1 Item,160
Apple Jam,1 Tablespoon,48
Apple Jelly,1 Tablespoon,52
Apple Preserves,1 Tablespoon,50
Apricot Jelly,1 Tablespoon,52
Apricot Preserves,1 Tablespoon,50
Asian Pear Jam,1 Tablespoon,48
Asian Pear Jelly,1 Tablespoon,52
Asian Pear Preserves,1 Tablespoon,50
Bael Fruit Preserves,1 Tablespoon,50
Blackberry Jelly,1 Tablespoon,54
Blackberry Preserves,1 Tablespoon,52
Blood Orange Jelly,1 Tablespoon,54
Blood Orange Preserves,1 Tablespoon,52
Blueberry Jelly,1 Tablespoon,52
Blueberry Preserves,1 Tablespoon,50
Boysenberry Jam,1 Tablespoon,50
Boysenberry Jelly,1 Tablespoon,54
Boysenberry Preserves,1 Tablespoon,52
Cactus Pear Jelly,1 Tablespoon,52
Cape Gooseberry Jam,1 Tablespoon,50
Cape Gooseberry Preserves,1 Tablespoon,52
Cantaloupe Jelly,1 Tablespoon,52
Cherry Jelly,1 Tablespoon,54
Cherry Preserves,1 Tablespoon,52
Clementine Jelly,1 Tablespoon,54
Clementine Preserves,1 Tablespoon,52
Cloudberry Jam,1 Tablespoon,50
Cloudberry Preserves,1 Tablespoon,52
Cranberry Jam,1 Tablespoon,48
Cranberry Jelly,1 Tablespoon,52
Cranberry Preserves,1 Tablespoon,50
Damson Plum Jam,1 Tablespoon,50
Damson Plum Jelly,1 Tablespoon,54
Damson Plum Preserves,1 Tablespoon,52
Dragon Fruit Jam,1 Tablespoon,48
Dragon Fruit Jelly,1 Tablespoon,52
Dragon Fruit Preserves,1 Tablespoon,50
Elderberry Jam,1 Tablespoon,50
Elderberry Jelly,1 Tablespoon,54
Elderberry Preserves,1 Tablespoon,52
Fig Jam,1 Tablespoon,56
Fig Preserves,1 Tablespoon,54
Gooseberry Jelly,1 Tablespoon,54
Gooseberry Preserves,1 Tablespoon,52
Granadilla Preserves,1 Tablespoon,52
Grape Jelly,1 Tablespoon,54
Grapefruit Jelly,1 Tablespoon,54
Grapefruit Preserves,1 Tablespoon,52
Green Apple Jam,1 Tablespoon,48
Green Apple Jelly,1 Tablespoon,52
Green Apple Preserves,1 Tablespoon,50
Green Grapefruit Jelly,1 Tablespoon,54
Green Grapefruit Preserves,1 Tablespoon,52
Green Orange Jelly,1 Tablespoon,54
Green Orange Preserves,1 Tablespoon,52
Green Peach Jam,1 Tablespoon,48
Green Peach Jelly,1 Tablespoon,52
Green Peach Preserves,1 Tablespoon,50
Green Pear Jam,1 Tablespoon,48
Green Pear Jelly,1 Tablespoon,52
Green Pear Preserves,1 Tablespoon,50
Green Plum Jam,1 Tablespoon,50
Green Plum Jelly,1 Tablespoon,54
Green Plum Preserves,1 Tablespoon,52
Guava Jam,1 Tablespoon,50
Guava Jelly,1 Tablespoon,54
Guava Preserves,1 Tablespoon,52
Indian Gooseberry Jam,1 Tablespoon,50
Indian Gooseberry Preserves,1 Tablespoon,52
Jackfruit Preserves,1 Tablespoon,54
Kiwi Jam,1 Tablespoon,48
Kiwi Jelly,1 Tablespoon,52
Kiwi Preserves,1 Tablespoon,50
Kumquat Jelly,1 Tablespoon,54
Kumquat Preserves,1 Tablespoon,52
Lemon Jelly,1 Tablespoon,54
Lemon Preserves,1 Tablespoon,52
Lime Jelly,1 Tablespoon,54
Lime Preserves,1 Tablespoon,52
Lingonberry Jam,1 Tablespoon,50
Lingonberry Jelly,1 Tablespoon,54
Lingonberry Preserves,1 Tablespoon,52
Lychee Jam,1 Tablespoon,48
Lychee Jelly,1 Tablespoon,52
Lychee Preserves,1 Tablespoon,50
Malay Apple Preserves,1 Tablespoon,50
Mandarin Orange Jelly,1 Tablespoon,54
Mandarin Orange Preserves,1 Tablespoon,52
Mango Jam,1 Tablespoon,50
Mango Jelly,1 Tablespoon,54
Mango Preserves,1 Tablespoon,52
Mangosteen Preserves,1 Tablespoon,52
Marionberry Jam,1 Tablespoon,50
Marionberry Jelly,1 Tablespoon,54
Marionberry Preserves,1 Tablespoon,52
Mulberry Jam,1 Tablespoon,50
Mulberry Jelly,1 Tablespoon,54
Mulberry Preserves,1 Tablespoon,52
Nectarine Jam,1 Tablespoon,48
Nectarine Jelly,1 Tablespoon,52
Nectarine Preserves,1 Tablespoon,50
Orange Jelly,1 Tablespoon,54
Orange Preserves,1 Tablespoon,52
Passion Fruit Jam,1 Tablespoon,50
Passion Fruit Jelly,1 Tablespoon,54
Passion Fruit Preserves,1 Tablespoon,52
Peach Jam,1 Tablespoon,48
Peach Jelly,1 Tablespoon,52
Pear Jelly,1 Tablespoon,52
Pear Preserves,1 Tablespoon,50
Persimmon Jam,1 Tablespoon,50
Persimmon Preserves,1 Tablespoon,52
Pineapple Jam,1 Tablespoon,48
Pineapple Jelly,1 Tablespoon,52
Pineapple Preserves,1 Tablespoon,50
Pineberry Jam,1 Tablespoon,50
Pineberry Preserves,1 Tablespoon,52
Plum Jelly,1 Tablespoon,54
Plum Preserves,1 Tablespoon,52
Pomegranate Jelly,1 Tablespoon,54
Pomegranate Preserves,1 Tablespoon,52
Prickly Pear Jelly,1 Tablespoon,52
Quince Jam,1 Tablespoon,54
Quince Jelly,1 Tablespoon,54
Quince Preserves,1 Tablespoon,56
Raspberry Jelly,1 Tablespoon,54
Raspberry Preserves,1 Tablespoon,52
Red Apple Jam,1 Tablespoon,48
Red Apple Jelly,1 Tablespoon,52
Red Apple Preserves,1 Tablespoon,50
Red Grapefruit Jelly,1 Tablespoon,54
Red Grapefruit Preserves,1 Tablespoon,52
Red Orange Jelly,1 Tablespoon,54
Red Orange Preserves,1 Tablespoon,52
Red Peach Jam,1 Tablespoon,48
Red Peach Jelly,1 Tablespoon,52
Red Peach Preserves,1 Tablespoon,50
Red Pear Jam,1 Tablespoon,48
Red Pear Jelly,1 Tablespoon,52
Red Pear Preserves,1 Tablespoon,50
Red Plum Jam,1 Tablespoon,50
Red Plum Jelly,1 Tablespoon,54
Red Plum Preserves,1 Tablespoon,52
Satsuma Jelly,1 Tablespoon,54
Satsuma Preserves,1 Tablespoon,52
Sharon Fruit Jam,1 Tablespoon,50
Sharon Fruit Preserves,1 Tablespoon,52
Sloe Berry Jam,1 Tablespoon,50
Sloe Berry Jelly,1 Tablespoon,54
Sloe Berry Preserves,1 Tablespoon,52
Starfruit Jam,1 Tablespoon,48
Starfruit Preserves,1 Tablespoon,50
Strawberry Jelly,1 Tablespoon,54
Tangerine Jelly,1 Tablespoon,54
Tangerine Preserves,1 Tablespoon,52
Ugli Fruit Jelly,1 Tablespoon,54
Ugli Fruit Preserves,1 Tablespoon,52
Watermelon Jelly,1 Tablespoon,52
Yellow Apple Jam,1 Tablespoon,48
Yellow Apple Jelly,1 Tablespoon,52
Yellow Apple Preserves,1 Tablespoon,50
Yuzu Jelly,1 Tablespoon,54
Yuzu Preserves,1 Tablespoon,52
Plain Farfalle,1 Portion,200
Plain Fettuccine,1 Portion,200
Plain Fusilli,1 Portion,200
Plain Linguine,1 Portion,200
Plain Macaroni,1 Portion,200
Plain Orzo,1 Portion,200
Plain Penne,1 Portion,200
Plain Rigatoni,1 Portion,200
Plain Ziti,1 Portion,200
Plain Angel Hair,1 Portion,200
Angel Hair with Sauce,1 Portion,380
Plain Orecchiette,1 Portion,200
Orecchiette with Sauce,1 Portion,380
Plain Spaghetti,1 Portion,200
Spaghetti with Sauce,1 Portion,380
Plain Tagliatelle,1 Portion,200
Tagliatelle with Sauce,1 Portion,380
Plain Bucatini,1 Portion,200
Bucatini with Sauce,1 Portion,380
Cannelloni Beef,1 Portion,550
Cannelloni Chicken,1 Portion,420
Cannelloni Cheese,1 Portion,480
Cannelloni Spinach,1 Portion,390
Cannelloni Spinach Ricotta,1 Portion,430
Cannelloni Vegetables,1 Portion,360
Cannelloni Ricotta,1 Portion,440
Cannelloni Salmon,1 Portion,450
Cannelloni Pork,1 Portion,520
Cannelloni Mushroom,1 Portion,370
Italian Canelloni,1 Portion,480
Mixed Fruit Juice,1 Cup,140
California Burrito,1 Item,900
Beef Burrito,1 Item,860
Carnitas Burrito,1 Item,780
Chicken Burrito,1 Item,750
Bean and Cheese Burrito,1 Item,500
Breakfast Burrito,1 Item,650
Veggie Burrito,1 Item,570
Shrimp Burrito,1 Item,720
Chorizo Burrito,1 Item,850
Mince Pie, 1 Item,289
